<<<<<<< HEAD
0	1224	805308038
1	1251	805308071
2	1232	805308049
3	1217	805308086
4	1224	805308060
5	1216	805308067
6	1238	805308057
7	1200	805308085
8	1205	805308074
9	1249	805308039
10	1233	805308054
11	1223	805308036
12	1249	805308018
13	1246	805308005
14	1237	805308006
15	1227	805308017
16	1223	805307987
17	1221	805308014
18	1222	805308023
19	1245	805308013
20	1223	805308000
21	1239	805308012
22	1215	805307992
23	1210	805308025
24	1216	805308012
25	1213	805308024
26	1225	805308017
27	1224	805308044
28	1196	805308000
29	1225	805308043
30	1052	805307870
31	1224	805308046
32	1220	805307999
33	1239	805307960
34	1213	805307958
35	1183	805308023
36	1188	805307990
37	1184	805307953
38	1190	805307952
39	1202	805307990
40	1202	805307971
41	1154	805307969
42	1156	805307944
43	1148	805308005
44	1186	805307989
45	1205	805307928
46	1193	805307944
47	1196	805307948
48	1196	805307916
49	1213	805307959
50	1184	805307964
51	1175	805307987
52	1190	805307960
53	1180	805307974
54	1200	805307970
55	1179	805307984
56	1199	805307973
57	1168	805307973
58	1174	805307984
59	1202	805307957
60	1152	805307928
61	1169	805307957
62	1029	805307789
63	1198	805308032
64	1251	805307975
65	1188	805307970
66	1166	805307959
67	1182	805307979
68	1173	805307932
69	1191	805307986
70	1156	805307976
71	1145	805307999
72	1170	805307929
73	1158	805307945
74	1143	805307924
75	1177	805307942
76	1167	805307938
77	1164	805307912
78	1176	805307904
79	1213	805307958
80	1176	805307672
81	1177	805307885
82	1183	805307897
83	1193	805307949
84	1193	805307898
85	1168	805307939
86	1193	805307937
87	1152	805307892
88	1210	805307916
89	1128	805307955
90	1179	805307911
91	1142	805307935
92	1131	805307919
93	1153	805307930
94	1016	805307750
95	1233	805307986
96	1223	805307974
97	1201	805307871
98	1198	805307967
99	1185	805307977
100	1154	805307965
101	1204	805307981
102	1211	805307954
103	1189	805307975
104	1204	805307940
105	1178	805307932
106	1183	805307929
107	1171	805307981
108	1167	805307872
109	1123	805307954
110	1164	805307929
111	1179	805307960
112	1183	805307951
113	1169	805307976
114	1193	805307965
115	1152	805307958
116	1083	805307941
117	1165	805307964
118	1128	805307938
119	1149	805307950
120	1144	805307932
121	1138	805307892
122	1179	805307918
123	1180	805307892
124	1173	805307840
125	1190	805308012
126	1061	805307787
127	1231	805307998
128	1219	805307945
129	1174	805307925
130	1167	805307930
131	1143	805307990
132	1191	805307960
133	1148	805307948
134	1182	805307931
135	1177	805307943
136	1177	805307920
137	968	805307869
138	1086	805307896
139	1132	805308014
140	1187	805307921
141	1182	805307854
142	1177	805307884
143	1170	805307858
144	1128	805307826
145	1147	805307894
146	1163	805307918
147	1182	805307909
148	1167	805307917
149	1183	805307954
150	1198	805307920
151	1177	805307875
152	1182	805307907
153	1131	805307872
154	1173	805307795
155	1154	805307855
156	1110	805307868
157	1198	805307955
158	1106	805307768
159	1193	805307834
160	1207	805307697
161	1159	805307840
162	1187	805307891
163	1150	805307852
164	1189	805307914
165	1164	805307919
166	1177	805307953
167	1173	805307875
168	1184	805307877
169	1219	805307868
170	1222	805307902
171	1035	805307844
172	1150	805307903
173	1154	805307812
174	1166	805307869
175	1154	805307647
176	1122	805307815
177	1144	805307957
178	1176	805307913
179	1136	805307900
180	1148	805307882
181	1105	805307826
182	1130	805307893
183	1160	805307928
184	1173	805307880
185	1156	805307884
186	1172	805307842
187	1174	805307881
188	1142	805307837
189	1104	805307841
190	1062	805307773
191	1231	805307960
192	1175	805307901
193	1177	805307873
194	912	805307883
195	1222	805307910
196	1101	805307855
197	1170	805307914
198	1178	805307933
199	1154	805307854
200	1115	805307754
201	1156	805307976
202	1158	805307943
203	1127	805307843
204	1148	805307892
205	1102	805307929
206	1138	805307840
207	1138	805307835
208	1128	805307813
209	1095	805307832
210	1164	805307824
211	1223	805307906
212	1190	805307918
213	1198	805307887
214	1174	805307798
215	1020	805307818
216	1100	805307810
217	1066	805307806
218	1101	805307872
219	1017	805307751
220	1079	805307820
221	1116	805307941
222	1081	805307706
223	1212	805307939
224	1255	805307894
225	1155	805307881
226	1170	805307936
227	1182	805307915
228	1197	805307720
229	1139	805307934
230	1107	805307882
231	1110	805307903
232	1136	805307903
233	1186	805307739
234	1174	805307953
235	1150	805307759
236	1168	805307812
237	965	805307778
238	1122	805307830
239	1136	805307804
240	1150	805307797
241	1167	805307568
242	1168	805307746
243	1288	805308190
244	1138	805307914
245	1144	805307874
246	1136	805307854
247	1103	805307897
248	1134	805307805
249	1156	805307750
250	1183	805307431
251	1150	805307887
252	1112	805307824
253	1187	805307942
254	1118	805307658
255	1223	805307916
256	1203	805307825
257	1092	805307871
258	1110	805307896
259	1092	805307854
260	1154	805307677
261	1112	805307702
262	1143	805307698
263	1191	805307882
264	1184	805307819
265	1151	805307905
266	1113	805307838
267	1149	805307857
268	1218	805307861
269	1223	805307821
270	1123	805307717
271	1176	805307857
272	1138	805307852
273	1153	805307817
274	1160	805307868
275	1137	805307749
276	1126	805307785
277	1022	805307848
278	1102	805307836
279	942	805307739
280	1042	805307809
281	1125	805307860
282	1146	805307868
283	1121	805307914
284	1080	805307846
285	1143	805307900
286	1026	805307522
